eval_type,algorithm,num_shots,responses_to_include,debug,total_score,win_rate_against_bestresponse,win_rate_against_gpt4o,time_taken,seed,conf_filepath,meta_db_path,csv_output,gpu,mean_test_oasst_pythia_1b,mean_train_oasst_pythia_1b,std_train_oasst_pythia_1b,mean_test_beaver_7b,mean_train_beaver_7b,std_train_beaver_7b,mean_test_gemma_2b,mean_train_gemma_2b,std_train_gemma_2b,mean_test_gemma_7b,mean_train_gemma_7b,std_train_gemma_7b,mean_test_llama3_sfairx,mean_train_llama3_sfairx,std_train_llama3_sfairx,mean_test_mistral_raft,mean_train_mistral_raft,std_train_mistral_raft,mean_test_mistral_ray,mean_train_mistral_ray,std_train_mistral_ray,mean_test_mistral_weqweasdas,mean_train_mistral_weqweasdas,std_train_mistral_weqweasdas,mean_test_oasst_deberta_v3,mean_train_oasst_deberta_v3,std_train_oasst_deberta_v3,mean_test_oasst_pythia_7b,mean_train_oasst_pythia_7b,std_train_oasst_pythia_7b,datetime,vllm_gpu_utilization_pct,vllm_model_name,user_embedding_type,user_embedding_computed_from_n_pr,n_similar_users_to_retrieve,meta_learning_dataset
pairwise_pref,ZeroShotAlgorithm,0,none,False,-1.050788963910975,3.9,8.0,1122.8291699886322,27,../eval/eval_conf.yaml,andrewsiah/MetaLearningDatabase10K,scores/score_df_ZeroShotAlgorithm_2024-08-15-09-34.csv,0,-1.0231780482745787,4.293944010734558,2.3018268820938133,-0.2358073451357341,6.233516894340515,3.012641148973965,-1.2491892699084288,4.3304170169830325,2.038611338958803,-1.116634142038898,1.6259730467796325,2.6096741570264976,-1.178017428566518,1.0637639780044557,2.953017385451928,-1.1996044278480986,8.309211883544922,3.0728436748484533,-1.6102398869298324,3.0136284782886507,1.6902981149232583,-1.4639587343277105,7.071075622558594,2.578636650248985,-0.8766063834226508,2.8976835689097644,1.7207868789061331,-0.8180683019125676,4.706351243972779,1.3659142113789966,2024-08-15 09:53:34,0.5,meta-llama/Meta-Llama-3-8B-Instruct,winning,10.0,10.0,andrewsiah/MetaLearningPrefDs1k
pairwise_pref,ZeroShotAlgorithm,0,none,False,-1.050788963910975,3.9,8.0,1132.4830107688904,27,../eval/eval_conf.yaml,andrewsiah/MetaLearningDatabase10K,scores/score_df_ZeroShotAlgorithm_2024-08-15-09-55.csv,0,-1.0231780482745787,4.293944010734558,2.3018268820938133,-0.2358073451357341,6.233516894340515,3.012641148973965,-1.2491892699084288,4.3304170169830325,2.038611338958803,-1.116634142038898,1.6259730467796325,2.6096741570264976,-1.178017428566518,1.0637639780044557,2.953017385451928,-1.1996044278480986,8.309211883544922,3.0728436748484533,-1.6102398869298324,3.0136284782886507,1.6902981149232583,-1.4639587343277105,7.071075622558594,2.578636650248985,-0.8766063834226508,2.8976835689097644,1.7207868789061331,-0.8180683019125676,4.706351243972779,1.3659142113789966,2024-08-15 10:14:16,0.5,meta-llama/Meta-Llama-3-8B-Instruct,winning,10.0,10.0,andrewsiah/MetaLearningPrefDs1k
pairwise_pref,SelfKShotICLAlgorithm,1,winning_only,False,-0.8342072250585195,7.8,13.8,1174.3852562904358,27,../eval/eval_conf.yaml,andrewsiah/MetaLearningDatabase10K,scores/score_df_SelfKShotICLAlgorithm_2024-08-15-10-45.csv,0,-1.0950556876376336,4.293944010734558,2.3018268820938133,0.1299141224603593,6.233516894340515,3.012641148973965,-1.1347686662568357,4.3304170169830325,2.038611338958803,-0.8976629830935602,1.6259730467796325,2.6096741570264976,-0.8878162163583957,1.0637639780044557,2.953017385451928,-0.8858332004656012,8.309211883544922,3.0728436748484533,-1.2965064485092035,3.0136284782886507,1.6902981149232583,-1.1019083886544518,7.071075622558594,2.578636650248985,-0.6712015429165308,2.8976835689097644,1.7207868789061331,-0.9567051850269236,4.706351243972779,1.3659142113789966,2024-08-15 11:05:25,0.5,meta-llama/Meta-Llama-3-8B-Instruct,winning,10.0,10.0,andrewsiah/MetaLearningPrefDs1k
pairwise_pref,KShotICLAlgorithm,1,losing_only,False,-0.9961661588257864,7.000000000000001,11.1,1734.9603340625763,27,../eval/eval_conf.yaml,andrewsiah/MetaLearningDatabase10K,scores/score_df_KShotICLAlgorithm_2024-08-15-10-54.csv,0,-1.1063360307952834,4.293944010734558,2.3018268820938133,0.2267278900912342,6.233516894340515,3.012641148973965,-1.2938202910586407,4.3304170169830325,2.038611338958803,-1.06390206425099,1.6259730467796325,2.6096741570264976,-1.0893050945304512,1.0637639780044557,2.953017385451928,-1.0797237252924237,8.309211883544922,3.0728436748484533,-1.4765628619326976,3.0136284782886507,1.6902981149232583,-1.3352289181760917,7.071075622558594,2.578636650248985,-0.7518485878384797,2.8976835689097644,1.7207868789061331,-1.0255996386633526,4.706351243972779,1.3659142113789966,2024-08-15 11:23:10,0.5,meta-llama/Meta-Llama-3-8B-Instruct,winning,10.0,10.0,andrewsiah/MetaLearningPrefDs1k
pairwise_pref,SelfKShotICLAlgorithm,1,losing_only,False,-0.9851532446351838,7.399999999999999,12.5,1159.0176584720612,27,../eval/eval_conf.yaml,andrewsiah/MetaLearningDatabase10K,scores/score_df_SelfKShotICLAlgorithm_2024-08-15-11-05.csv,0,-1.137834020707708,4.293944010734558,2.3018268820938133,0.1529167119882731,6.233516894340515,3.012641148973965,-1.2471605063260445,4.3304170169830325,2.038611338958803,-1.0147478682939983,1.6259730467796325,2.6096741570264976,-0.9995748775617584,1.0637639780044557,2.953017385451928,-0.9925308893138662,8.309211883544922,3.0728436748484533,-1.4864614684834132,3.0136284782886507,1.6902981149232583,-1.2446187236856507,7.071075622558594,2.578636650248985,-0.8426310106837069,2.8976835689097644,1.7207868789061331,-0.9836523238382536,4.706351243972779,1.3659142113789966,2024-08-15 11:24:52,0.5,meta-llama/Meta-Llama-3-8B-Instruct,winning,10.0,10.0,andrewsiah/MetaLearningPrefDs1k
pairwise_pref,SelfKShotICLAlgorithm,1,winning_and_losing,False,-0.8649486633960446,8.4,14.099999999999998,1204.1996960639954,27,../eval/eval_conf.yaml,andrewsiah/MetaLearningDatabase10K,scores/score_df_SelfKShotICLAlgorithm_2024-08-15-11-25.csv,0,-1.0765114995549276,4.293944010734558,2.3018268820938133,0.1763900169025321,6.233516894340515,3.012641148973965,-1.1715012440284718,4.3304170169830325,2.038611338958803,-0.920784694861494,1.6259730467796325,2.6096741570264976,-0.903064086457709,1.0637639780044557,2.953017385451928,-0.9216693833923294,8.309211883544922,3.0728436748484533,-1.2857150837711857,3.0136284782886507,1.6902981149232583,-1.1272355474027054,7.071075622558594,2.578636650248985,-0.8058112905053499,2.8976835689097644,1.7207868789061331,-0.9468174942831158,4.706351243972779,1.3659142113789966,2024-08-15 11:45:05,0.5,meta-llama/Meta-Llama-3-8B-Instruct,winning,10.0,10.0,andrewsiah/MetaLearningPrefDs1k
pairwise_pref,KShotICLAlgorithm,1,winning_only,False,-0.5175983925154867,9.6,17.7,1788.965075969696,27,../eval/eval_conf.yaml,andrewsiah/MetaLearningDatabase10K,scores/score_df_KShotICLAlgorithm_2024-08-15-11-23.csv,0,-0.6841549520337753,4.293944010734558,2.3018268820938133,-0.0537911549222867,6.233516894340515,3.012641148973965,-0.6249132579885149,4.3304170169830325,2.038611338958803,-0.4663326379971664,1.6259730467796325,2.6096741570264976,-0.5099496904837715,1.0637639780044557,2.953017385451928,-0.474183380063532,8.309211883544922,3.0728436748484533,-0.6730463239894457,3.0136284782886507,1.6902981149232583,-0.6470920382125087,7.071075622558594,2.578636650248985,-0.4961744149254464,2.8976835689097644,1.7207868789061331,-0.7012046877434434,4.706351243972779,1.3659142113789966,2024-08-15 11:53:12,0.5,meta-llama/Meta-Llama-3-8B-Instruct,winning,10.0,10.0,andrewsiah/MetaLearningPrefDs1k
pairwise_pref,SelfKShotICLAlgorithm,3,winning_only,False,-0.3461934655713299,12.6,20.4,1266.5239248275757,27,../eval/eval_conf.yaml,andrewsiah/MetaLearningDatabase10K,scores/score_df_SelfKShotICLAlgorithm_2024-08-15-11-45.csv,0,-0.4805965822913886,4.293944010734558,2.3018268820938133,0.1967556990908658,6.233516894340515,3.012641148973965,-0.4904249929881235,4.3304170169830325,2.038611338958803,-0.4201277460698577,1.6259730467796325,2.6096741570264976,-0.3870798119835165,1.0637639780044557,2.953017385451928,-0.4384149092854428,8.309211883544922,3.0728436748484533,-0.5783074432957265,3.0136284782886507,1.6902981149232583,-0.6095917700463388,7.071075622558594,2.578636650248985,-0.3615390706735442,2.8976835689097644,1.7207868789061331,-0.2199617618040263,4.706351243972779,1.3659142113789966,2024-08-15 12:06:20,0.5,meta-llama/Meta-Llama-3-8B-Instruct,winning,10.0,10.0,andrewsiah/MetaLearningPrefDs1k
pairwise_pref,KShotICLAlgorithm,1,winning_and_losing,False,-0.5141488988187553,11.0,17.8,1827.8294055461884,27,../eval/eval_conf.yaml,andrewsiah/MetaLearningDatabase10K,scores/score_df_KShotICLAlgorithm_2024-08-15-11-53.csv,0,-0.662542948246556,4.293944010734558,2.3018268820938133,0.0664402978273072,6.233516894340515,3.012641148973965,-0.6836872654352522,4.3304170169830325,2.038611338958803,-0.5003153420240596,1.6259730467796325,2.6096741570264976,-0.5263044453820144,1.0637639780044557,2.953017385451928,-0.5149750733110621,8.309211883544922,3.0728436748484533,-0.7090511531303366,3.0136284782886507,1.6902981149232583,-0.6905488775622105,7.071075622558594,2.578636650248985,-0.5719418683060933,2.8976835689097644,1.7207868789061331,-0.6148448841590568,4.706351243972779,1.3659142113789966,2024-08-15 12:23:55,0.5,meta-llama/Meta-Llama-3-8B-Instruct,winning,10.0,10.0,andrewsiah/MetaLearningPrefDs1k
pairwise_pref,SelfKShotICLAlgorithm,3,losing_only,False,-0.4672260561106334,10.3,17.5,1224.8515350818634,27,../eval/eval_conf.yaml,andrewsiah/MetaLearningDatabase10K,scores/score_df_SelfKShotICLAlgorithm_2024-08-15-12-06.csv,0,-0.5556025407788138,4.293944010734558,2.3018268820938133,0.2601499202617761,6.233516894340515,3.012641148973965,-0.626376896195047,4.3304170169830325,2.038611338958803,-0.5470328695780294,1.6259730467796325,2.6096741570264976,-0.513249270513881,1.0637639780044557,2.953017385451928,-0.5540068465767722,8.309211883544922,3.0728436748484533,-0.7115917535391298,3.0136284782886507,1.6902981149232583,-0.7462848363045287,7.071075622558594,2.578636650248985,-0.4595017998411135,2.8976835689097644,1.7207868789061331,-0.2954816513247548,4.706351243972779,1.3659142113789966,2024-08-15 12:26:53,0.5,meta-llama/Meta-Llama-3-8B-Instruct,winning,10.0,10.0,andrewsiah/MetaLearningPrefDs1k
